# module	maxHeartbeats	maxRecDepth	import-Mathlib-whole
# Generated by scripts/check-elab-cost.py --update-baseline.
# These numbers may only go DOWN. See the module docstring for why this
# gate ratchets declarations and not wall time.
Dregg2.Crypto.VerifyCoreArgAssembly	0	20000	0
Dregg2.Crypto.VerifyCoreArgRows	0	20000	0
Dregg2.Crypto.VerifyCoreEqSpec	0	8000	0
Dregg2.Crypto.VerifyCoreEqSpecW	0	8000	0
Dregg2.Crypto.VerifyCoreHashFrame	0	8000	0
Dregg2.Crypto.VerifyCoreUseHint	0	8000	0
Dregg2.Exec.CodecRoundtrip.Action	4000000	0	0
Dregg2.Exec.CodecRoundtrip.Forest	1000000	0	0
Dregg2.Exec.CodecRoundtrip.SideTables	1000000	0	0
Dregg2.Exec.CodecRoundtrip.Wire	2000000	0	0
Dregg2.ForMathlib.CertifiedInterval	0	0	1
Dregg2.ForMathlib.GuruswamiSudan	0	0	1
Dregg2.ForMathlib.IntervalConvolution	0	0	1
Dregg2.ForMathlib.IntervalFFT	0	0	1
Dregg2.ForMathlib.PolishchukSpielman	0	0	1
Dregg2.Games.AutomataflBraid	800000	0	0
Dregg2.Games.PathOfAngels.AngelsEpoch2World	0	100000	0
Dregg2.Games.PathOfAngels.AngelsEpoch2WorldEmitMain	0	100000	0
Dregg2.Games.PathOfAngels.AttendantKernel	0	4096	0
Dregg2.Games.PathOfAngels.BazaarGame	800000	100000	0
Dregg2.Games.PathOfAngels.BazaarGameExamples	2000000	100000	0
Dregg2.Games.PathOfAngels.BazaarGameRuntime	0	100000	0
Dregg2.Games.PathOfAngels.CrewFieldMissionAdmission	0	20000	0
Dregg2.Games.PathOfAngels.CrewFieldMissionAdmissionFixtures	0	20000	0
Dregg2.Games.PathOfAngels.CrewSigningVectors	0	131072	0
Dregg2.Games.PathOfAngels.NightWatchCampaign	2000000	100000	0
Dregg2.Games.PathOfAngels.NightWatchCampaignAdmission	0	10000	0
Dregg2.Games.PathOfAngels.NightWatchCampaignContent	0	10000	0
Dregg2.Games.PathOfAngels.NightWatchCampaignExamples	0	100000	0
Dregg2.Games.PathOfAngels.NightWatchCampaignWire	0	10000	0
Dregg2.Games.PathOfAngels.OrdinarySalvageExchange	2000000	100000	0
Dregg2.Games.PathOfAngels.OrdinarySalvageExchangeExamples	2000000	100000	0
Dregg2.Games.PathOfAngels.PoaCrewPreferenceDrExExercise	1200000	10000	0
Dregg2.Games.PrivatePreferenceCellDescriptor	0	10000	0
Dregg2.Games.PrivateQuestGraphDescriptor	0	10000	0
Dregg2.Metatheory.DirectLogicBoolGraphDescriptorIR2	2000000	0	0
Dregg2.Metatheory.TypedLinearPredicateDescriptorIR2	2000000	10000	0
Dregg2.Verify.FloorCensus	0	8000	0
Dregg2.Verify.FloorRatchet	0	8000	0
Dregg2.Verify.FreeConclusionRatchet	0	4000	0
Market.AggregateBinding	0	20000	0
Market.DarkBazaarPrivateDescriptor	0	4000	0
Market.DarkBazaarPrivatePoaSettlementDescriptor	0	100000	0
Market.PrivateBookBfvButterflyAir	4000000	100000	0
Market.PrivateBookBfvButterflyFaithful	4000000	100000	0
Market.PrivateBookBfvExactPublicConsumer	4000000	100000	0
Market.PrivateBookBfvNttFamily	4000000	100000	0
Market.WideCommitBoundary	0	1000	0
Polis.PolisAuthGameN	0	1024	0
Polis.PolisAuthGrandDatalog	0	1024	0
Polis.PolisAuthLive	0	1024	0
Polis.PolisSandboxAgent	0	8000	0
Polis.PolisSandboxGradedComposed	0	4000	0
Polis.PolisSandboxLiveness	0	2048	0
